,Unnamed: 0,class,tweet
1445,1445,1,['dare']
1446,1446,1,"['throwing', 'need', 'lighten', 'true']"
1447,1447,1,"['b', 'measure', 'slope', 'ass']"
1448,1448,1,"['way', 'ur', 'bitch']"
1449,1449,1,"['way', 'ur', 'bitch']"
1450,1450,1,['brother']
1451,1451,1,"['blame', 'female', 'see', 'ya', 'hoe', 'ass', 'go', 'listen', 'money']"
1452,1452,2,"['bios', 'mine', 'pretty', 'good']"
1453,1453,1,"['bout', 'time', 'want', 'want', 'tell', 'bitch', 'get', 'bra']"
1454,1454,1,"['pussy', 'stank']"
1455,1455,1,"['remember', 'show', 'people']"
1456,1456,1,"['got', 'found', 'letter']"
1457,1457,1,"['sending', 'snap', 'one']"
1458,1458,1,"['whole', 'lot', 'better', 'driving', 'vehicle', 'white', 'pussy', 'get']"
1459,1459,1,"['longer', 'side', 'bitch']"
1460,1460,1,"['spitting', 'people', 'raised', 'another', 'bitch']"
1461,1461,1,['beating']
1462,1462,1,"['relationship', 'made', 'know']"
1463,1463,1,"['everyone', 'unfunny', 'automatically', 'hate', 'colored', 'folk']"
1464,1464,1,"['ass', 'bitch']"
1465,1465,2,"['fashion', 'world', 'black', 'ghetto', 'urban']"
1466,1466,1,"['like', 'bitch', 'pretty', 'pussy', 'loose']"
1467,1467,1,"['white', 'u', 'holla', 'go', 'bad', 'built', 'ever']"
1468,1468,1,"['young', 'hoe', 'pillow']"
1469,1469,2,"['swine', 'bird', 'west', 'abortion', 'cant']"
1470,1470,1,"['favorite', 'type']"
1471,1471,2,[]
1472,1472,1,"['small', 'titty', 'pierced', 'look', 'like']"
1473,1473,1,"['ready', 'blow', 'bitch']"
1474,1474,1,"['find', 'anything', 'hold', 'hair', 'let', 'alone', 'put', 'pony', 'bitch', 'said', 'post', 'busted']"
1475,1475,2,"['leave', 'trash', 'u', 'sick']"
1476,1476,1,"['got', 'thing', 'like', 'living', 'life']"
1477,1477,2,['dumb']
1478,1478,1,"['try', 'keep', 'lay', 'way', 'feel']"
1479,1479,1,['trust']
1480,1480,1,"['wrong', 'get', 'bitch', 'talking']"
1481,1481,1,"['nothing', 'better', 'life', 'meeting', 'hoe', 'full', 'time', 'let']"
1482,1482,1,"['right', 'seen', 'em', 'walking', 'street', 'crib', 'lucky']"
1483,1483,1,"['thigh', 'way', 'telling', 'bitch', 'pussy']"
1484,1484,1,"['threw', 'also', 'threw', 'yo', 'life']"
1485,1485,1,['bitch']
1486,1486,1,"['hate', 'driving', 'drive', 'botch', 'mouth', 'hoe']"
1487,1487,1,"['opinion', 'irrelevant']"
1488,1488,1,"['true', 'nothing', 'like', 'bark', 'anything']"
1489,1489,1,"['right', 'pussy', 'wish', 'dude']"
1490,1490,1,"['see', 'bitch', 'talking', 'smack', 'playground']"
1491,1491,1,"['want', 'panda', 'big', 'booty']"
1492,1492,1,"['tho', 'hate', 'nosey']"
1493,1493,1,"['got', 'money', 'gold', 'net', 'beef', 'get', 'bring', 'den']"
1494,1494,1,"['bitch', 'comes', 'hope', 'bout', 'slick', 'yapping']"
1495,1495,1,['eat']
1496,1496,2,"['take', 'snap', 'hat', 'ax', 'let', 'take']"
1497,1497,1,"['new', 'breed', 'white', 'bitch']"
1498,1498,1,"['bitch', 'pay', 'get', 'pregnant', 'fam', 'ion', 'see', 'poppin']"
1499,1499,1,"['want', 'giving', 'cool']"
1500,1500,1,"['make', 'fall', 'love']"
1501,1501,1,"['wife', 'bitch']"
1502,1502,1,"['saying', 'ray', 'rice', 'got', 'deserved', 'month', 'ago', 'man', 'free']"
1503,1503,1,['messy']
1504,1504,1,"['ask', 'eat', 'pussy']"
1505,1505,1,"['girl', 'eat', 'mo', 'pussy', 'girl', 'jam']"
1506,1506,1,['leave']
1507,1507,1,"['last', 'night', 'fun', 'got', 'pussy', 'ya', 'unfortunately']"
1508,1508,1,"['love', 'bum', 'jail']"
1509,1509,1,"['lucky', 'got', 'want', 'keep']"
1510,1510,1,"['get', 'bae', 'another', 'nigger']"
1511,1511,2,"['accidentally', 'ate', 'pot', 'guess', 'goes', 'pledge', 'drug', 'free', 'life']"
1512,1512,1,"['else', 'lip', 'biting', 'bitch', 'bite', 'hard', 'put', 'hoe']"
1513,1513,1,"['call', 'nigger']"
1514,1514,2,"['feel', 'throwing', 'trash', 'everyday']"
1515,1515,1,"['u', 'favorite']"
1516,1516,1,"['know', 'really', 'sex']"
1517,1517,1,['game']
1518,1518,1,"['might', 'pussy', 'wet', 'cause']"
1519,1519,1,"['say', 'bitch', 'woman', 'lady']"
1520,1520,2,['milk']
1521,1521,1,"['maybe', 'trust', 'bitch', 'maybe', 'song']"
1522,1522,0,"['shut', 'trash', 'work', 'another']"
1523,1523,1,"['yellow', 'rock', 'hard']"
1524,1524,1,"['everybody', 'cause']"
1525,1525,1,"['live', 'constant', 'fear', 'well', 'actually']"
1526,1526,1,"['surrounded', 'bad', 'keep']"
1527,1527,1,"['made', 'android', 'destroy', 'da', 'world', 'das', 'sum', 'bitch', 'would', 'program', 'girl', 'android', 'sum', 'neck']"
1528,1528,1,"['dumb', 'bitch', 'award', 'goes', 'uncle', 'sam']"
1529,1529,1,"['let', 'girl', 'handcuff', 'bed', 'gon', 'something', 'freaky', 'bitch', 'went']"
1530,1530,1,"['pussy', 'like', 'treat', 'kept', 'u', 'put']"
1531,1531,1,"['almost', 'one', 'u']"
1532,1532,1,"['relationship', 'stop', 'whiny']"
1533,1533,1,"['like', 'hoe', 'thank', 'classy', 'bitch', 'dead']"
1534,1534,1,"['hate', 'come', 'school', 'musty', 'like', 'walk', 'house', 'stank']"
1535,1535,1,"['jealous', 'like', 'hoe']"
1536,1536,1,"['big', 'braid', 'baby', 'hair', 'look', 'like', 'menace']"
1537,1537,1,"['hoe', 'floor', 'damn', 'birthday', 'nope']"
1538,1538,1,"['dead', 'hoe', 'felt', 'like', 'flaming']"
1539,1539,1,"['go', 'sleep']"
1540,1540,1,"['really', 'like', 'like', 'people', 'everyone', 'else']"
1541,1541,1,"['better', 'bitch', 'ass', 'people', 'classes']"
1542,1542,0,"['damn', 'got', 'back', 'share']"
1543,1543,1,"['catch', 'girl', 'hoe', 'behind', 'back']"
1544,1544,2,"['find', 'wanting', 'yellow', 'going']"
1545,1545,1,"['wet', 'see', 'got', 'send', 'money']"
1546,1546,1,"['bitch', 'childish', 'one', 'crash']"
1547,1547,1,"['think', 'smart', 'shut', 'bitch', 'ass']"
1548,1548,1,"['bitch', 'left']"
1549,1549,1,"['bitch', 'get', 'tho', 'long', 'act', 'crazy']"
1550,1550,1,"['half', 'still', 'got', 'nut', 'baby', 'shut']"
1551,1551,1,"['nobody', 'except', 'bum']"
1552,1552,1,"['ur', 'ex', 'f', 'hoe']"
1553,1553,1,"['ladies', 'always', 'go', 'party', 'every', 'weekend', 'basically', 'side', 'hoe']"
1554,1554,1,"['take', 'let', 'come', 'spend', 'money']"
1555,1555,1,"['beef', 'bitch', 'looking', 'like']"
1556,1556,1,"['today', 'long', 'bitch']"
1557,1557,1,"['food', 'pussy', 'pussy', 'food', 'food']"
1558,1558,1,"['swear', 'see', 'snow', 'sound', 'like', 'basic', 'white', 'bitch']"
1559,1559,1,"['typical', 'hoe', 'police']"
1560,1560,1,"['excuse', 'need']"
1561,1561,2,"['red', 'neck', 'ice', 'bucket', 'challenge', 'must']"
1562,1562,1,"['smoking', 'skating']"
1563,1563,1,"['hate', 'like', 'think', 'clothing', 'violation']"
1564,1564,1,"['miss', 'pussy']"
1565,1565,1,"['smoke', 'like', 'backwoods', 'cop', 'da', 'box', 'woe']"
1566,1566,2,['lead']
1567,1567,1,"['already', 'going', 'look', 'side', 'daddy', 'walk']"
1568,1568,1,"['u', 'r', 'gey', 'boy', 'glad', 'close', 'dumb', 'say', 'love']"
1569,1569,1,"['stand', 'ass']"
1570,1570,2,"['making', 'weed', 'slide', 'batch']"
1571,1571,1,[]
1572,1572,1,"['lover', 'old', 'bitch']"
1573,1573,1,"['ballet', 'middle', 'street', 'last', 'night', 'fell', 'bitch', 'ballet']"
1574,1574,1,"['want', 'pussy']"
1575,1575,1,"['trash', 'draw', 'clothes', 'back', 'send', 'em', 'back']"
1576,1576,1,"['like', 'love', 'new', 'comb', 'thought']"
1577,1577,1,"['knee', 'ass']"
1578,1578,1,"['slut', 'whore']"
1579,1579,1,"['feel', 'like', 'yo', 'pussy', 'stank']"
1580,1580,1,"['might', 'first', 'successfully', 'save', 'original', 'tweet']"
1581,1581,1,"['hard', 'find', 'like', 'brain', 'wrestle']"
1582,1582,2,"['quote', 'diamond', 'rough', 'like', 'baby', 'trash']"
1583,1583,1,"['quote', 'like', 'bitch', 'ass', 'aint', 'got']"
1584,1584,1,"['ugly', 'stick', 'one', 'new', 'trash']"
1585,1585,1,"['goofy', 'goofy', 'simp', 'community']"
1586,1586,1,"['always', 'degrade', 'almost', 'think', 'sometimes']"
1587,1587,1,"['never', 'wearing', 'headband', 'hoop', 'like', 'bitch']"
1588,1588,1,[]
1589,1589,1,"['single', 'boring', 'bitch']"
1590,1590,1,"['hillbilly', 'ever']"
1591,1591,2,"['colt', 'still', 'trash']"
1592,1592,1,"['crying', 'guy', 'bitch', 'pick', 'head', 'making', 'turkey', 'thanks', 'turkey']"
1593,1593,1,"['good', 'pussy', 'making', 'pull', 'get']"
1594,1594,1,['ate']
1595,1595,1,"['ion', 'care', 'none']"
1596,1596,1,"['never', 'seen', 'many', 'perfect', 'til', 'made', 'twitter']"
1597,1597,1,"['boss', 'ass', 'bitch']"
1598,1598,1,"['eating', 'pussy', 'much', 'nasty']"
1599,1599,1,['bitch']
1600,1600,1,"['want', 'big']"
1601,1601,2,[]
1602,1602,1,"['like', 'ghetto']"
1603,1603,1,"['lose', 'weight', 'anybody', 'fat', 'ass']"
1604,1604,1,"['stop', 'giving', 'pussy', 'stop', 'actin', 'like', 'true', 'totally']"
1605,1605,1,"['go', 'workout', 'come', 'back', 'home', 'lay', 'jerk', 'kill', 'two', 'one']"
1606,1606,1,"['orangutan', 'tried', 'sex', 'actress']"
1607,1607,1,"['ever', 'met', 'bitch', 'pussy', 'admit', 'bitch']"
1608,1608,2,"['ill', 'find', 'cute', 'date', 'next', 'year']"
1609,1609,1,"['made', 'interview']"
1610,1610,1,['love']
1611,1611,1,"['id', 'rather', 'good', 'girl', 'freak', 'times']"
1612,1612,1,"['care', 'ugly', 'pussy']"
1613,1613,1,['love']
1614,1614,1,"['try', 'smash', 'pussy', 'stank']"
1615,1615,2,"['red', 'scoreless', 'play', 'bambino']"
1616,1616,2,"['relieve', 'needs', 'go', 'away', 'gas']"
1617,1617,2,"['heat', 'make']"
1618,1618,1,"['bitch', 'like', 'sorry', 'tried', 'give', 'hint', 'want', 'speak']"
1619,1619,1,['shut']
1620,1620,2,"['ice', 'cream', 'cake']"
1621,1621,1,"['got', 'natural', 'mean', 'mean', 'ion', 'even', 'bitch', 'shut']"
1622,1622,1,"['want', 'birthday', 'female', 'large', 'big', 'booty', 'hoe']"
1623,1623,1,"['sister', 'bout', 'action']"
1624,1624,1,"['find', 'funny', 'content', 'working', 'one', 'boring']"
1625,1625,1,"['u', 'look', 'like', 'cotton', 'picker', 'tho', 'put', 'field', 'work', 'damn', 'dee', 'got']"
1626,1626,1,['order']
1627,1627,1,"['bitch', 'lying']"
1628,1628,1,"['bitch', 'better', 'text', 'back', 'cause', 'serious', 'u']"
1629,1629,1,"['put', 'much', 'nut', 'mouth', 'bitch', 'nasty']"
1630,1630,1,['bitch']
1631,1631,1,"['boy', 'told', 'lyssa', 'make', 'yes', 'bitch', 'need', 'em']"
1632,1632,1,"['like', 'send', 'baby', 'cain']"
1633,1633,0,"['shoot', 'bitch']"
1634,1634,1,"['point', 'jealous', 'dee', 'everybody']"
1635,1635,1,"['hoe', 'hopper']"
1636,1636,1,"['weed', 'pussy', 'life']"
1637,1637,1,"['fake', 'bitch', 'ass', 'point', 'blank']"
1638,1638,1,"['lose', 'lose', 'hide', 'smoke', 'hoe']"
1639,1639,1,"['fast', 'bitch', 'look', 'like', 'wish']"
1640,1640,1,"['much', 'fear', 'captain', 'save', 'hoe']"
1641,1641,1,"['happy', 'birthday', 'little', 'made', 'laugh', 'read']"
1642,1642,1,"['snap', 'chat', 'bitch']"
1643,1643,1,[]
1644,1644,1,"['yeah', 'know', 'probably', 'party']"
1645,1645,1,"['got', 'lie']"
1646,1646,1,"['need', 'lock', 'yo', 'ass', 'stupid', 'like']"
1647,1647,1,"['one', 'n', 'r', 'e', 'c', 'ass']"
1648,1648,2,"['going', 'trash', 'season', 'wait']"
1649,1649,1,"['eat', 'yo', 'pussy', 'day', 'long', 'da', 'real']"
1650,1650,1,"['make', 'salad', 'give', 'potato', 'salad']"
1651,1651,1,"['happy', 'morning', 'shave', 'pussy', 'cuteness', 'always', 'good', 'need', 'dick']"
1652,1652,1,"['laughing', 'ex', 'bitch', 'forgot', 'went', 'know', 'got', 'got']"
1653,1653,1,"['wish', 'tonight', 'purge', 'get', 'shut', 'yo', 'hoe', 'ass']"
1654,1654,1,"['tell', 'trying', 'turn', 'bayou', 'classic', 'bitch', 'got']"
1655,1655,1,"['rose', 'never', 'yee']"
1656,1656,2,"['looking', 'nip', 'wait', 'change', 'mine']"
1657,1657,2,"['happy', 'new', 'year', 'check', 'yo', 'clock', 'got', 'another', 'hour', 'count', 'thing']"
1658,1658,1,"['bitch', 'work', 'hard', 'clean', 'without', 'ripping']"
1659,1659,1,['insensitive']
1660,1660,1,"['get', 'snow', 'day', 'dick', 'make', 'wreck', 'pull', 'ya']"
1661,1661,1,"['like', 'bitch', 'following']"
1662,1662,1,"['hoe', 'went', 'rant']"
1663,1663,1,"['hoe', 'sniff', 'sorry']"
1664,1664,1,"['u', 'stop', 'calling', 'balled']"
1665,1665,1,"['ion', 'eat', 'cat', 'gay']"
1666,1666,1,"['got', 'type', 'bad', 'thing', 'throw', 'ass', 'sphere']"
1667,1667,1,['man']
1668,1668,1,"['hoe', 'said', 'hurt', 'bitch', 'throat']"
1669,1669,1,"['dis', 'hoe', 'wet', 'pop', 'dream', 'like']"
1670,1670,1,"['u', 'hoe', 'u', 'look']"
1671,1671,1,['bitty']
1672,1672,1,"['charge', 'pussy', 'like', 'whoa', 'cash', 'use', 'free']"
1673,1673,1,"['victor', 'every', 'damn', 'night']"
1674,1674,1,"['someone', 'told', 'sent']"
1675,1675,1,['bitch']
1676,1676,1,"['peep', 'change', 'squared', 'bitch', 'ass']"
1677,1677,1,"['nobody', 'kirk', 'care', 'bout', 'cousin', 'hoe']"
1678,1678,1,"['men', 'hop', 'much', 'hop', 'ya', 'bitch']"
1679,1679,1,"['bitch', 'bitch', 'thug']"
1680,1680,0,"['phone', 'charging', 'backwards', 'retarded']"
1681,1681,1,"['want', 'pussy']"
1682,1682,1,"['hoe', 'next', 'time']"
1683,1683,1,"['right', 'one', 'selling', 'pussy', 'way', 'high']"
1684,1684,1,"['know', 'smart', 'yes', 'glad', 'speak', 'mind']"
1685,1685,1,"['gave', 'bitch', 'bib', 'since', 'act']"
1686,1686,1,"['excited', 'getting', 'get', 'pussy', 'pussy']"
1687,1687,1,"['like', 'spicy', 'chicken', 'boa']"
1688,1688,1,"['wonder', 'like', 'want', 'would', 'wrong', 'one', 'brave', 'day']"
1689,1689,1,"['wonderful', 'meet', 'dude', 'bitch', 'ass', 'days']"
1690,1690,1,"['yeah', 'love']"
1691,1691,1,"['much', 'much']"
1692,1692,1,"['stays', 'making', 'fun', 'eat', 'like', 'little']"
1693,1693,1,"['go', 'actually', 'hard', 'n', 'crib', 'listen', 'nig', 'diss']"
1694,1694,0,"['aint', 'special', 'chilling', 'wit', 'walk', 'ask', 'take']"
1695,1695,1,"['buy', 'catch']"
1696,1696,2,"['really', 'cool', 'good', 'zebra']"
1697,1697,1,"['grow', 'bitch', 'cute']"
1698,1698,1,"['scrappy', 'always', 'reunion']"
1699,1699,1,"['hoe', 'text', 'u', 'r']"
1700,1700,1,"['really', 'anyone', 'talk', 'start', 'going', 'hoe', 'ass']"
1701,1701,1,"['nigger', 'love']"
1702,1702,1,"['depressed', 'got']"
1703,1703,1,"['still', 'ya', 'bitch', 'corny']"
1704,1704,1,"['go', 'take', 'fly', 'bless', 'thank']"
1705,1705,1,"['never', 'get', 'twitter', 'get', 'bitch', 'even']"
1706,1706,1,"['top', 'lip']"
1707,1707,1,"['mane', 'skinny', 'take', 'weight', 'class', 'another']"
1708,1708,0,"['find', 'yo']"
1709,1709,1,['smoke']
1710,1710,2,"['hate', 'attempt', 'make', 'yellow', 'light', 'car', 'light', 'wanting']"
1711,1711,1,['like']
1712,1712,1,"['talk', 'days']"
1713,1713,1,['bitch']
1714,1714,1,"['rubbed', 'used', 'bitch', 'bout', 'tho']"
1715,1715,1,"['need', 'find', 'damn', 'needs', 'find', 'bitch']"
1716,1716,1,"['dont', 'u', 'stupid', 'ass', 'bitch', 'aint', 'wit', 'u', 'bitch', 'aint', 'wit']"
1717,1717,1,"['smack', 'hoe']"
1718,1718,1,"['sarcastic', 'bitch', 'sleep']"
1719,1719,1,"['loyal', 'would', 'know', 'cause', 'damn', 'sure', 'real']"
1720,1720,1,"['yeah', 'really', 'far', 'alright', 'like', 'living', 'whole', 'lot']"
1721,1721,1,"['bitch', 'ass']"
1722,1722,1,"['dont', 'trust', 'cant', 'trust']"
1723,1723,1,"['well', 'know', 'secret', 'cocoa', 'puff', 'bird']"
1724,1724,1,"['paint', 'brushes', 'paint', 'like', 'one']"
1725,1725,1,[]
1726,1726,1,"['mean', 'like', 'damn', 'bitch']"
1727,1727,1,"['bitch', 'back', 'home']"
1728,1728,2,"['thats', 'awesome']"
1729,1729,1,"['happy', 'hour', 'time', 'best', 'time', 'da', 'know', 'bout', 'happy', 'hour']"
1730,1730,1,"['favorite', 'time', 'da', 'day', 'happy', 'bad', 'come', 'home']"
1731,1731,1,"['ugly', 'ass', 'big', 'bird', 'looking', 'shut', 'pretty', 'much']"
1732,1732,1,"['u', 'love']"
1733,1733,1,"['great', 'retard']"
1734,1734,1,['like']
1735,1735,1,"['finger', 'bitch', 'trigger', 'shut']"
1736,1736,1,"['table', 'manners', 'eating', 'like', 'sloppy']"
1737,1737,1,['stop']
1738,1738,1,"['huge', 'bitch']"
1739,1739,1,"['think', 'sorry', 'son', 'bitch', 'never', 'us', 'game']"
1740,1740,1,"['late', 'ion', 'exposed']"
1741,1741,1,"['feel', 'sorry', 'whoever', 'number', 'play', 'phone', 'dumb', 'ass', 'got', 'life']"
1742,1742,1,"['bitch', 'bitch', 'preach']"
1743,1743,1,"['set', 'like', 'bitch', 'get', 'life', 'u', 'get', 'beat']"
1744,1744,1,"['pussy', 'wet', 'dry', 'telling', 'business']"
1745,1745,1,['slut']
1746,1746,1,"['short', 'hanging', 'edge', 'bed', 'cuddle', 'bitch', 'right', 'beside']"
1747,1747,0,"['u', 'regular', 'u', 'b', 'days']"
1748,1748,1,"['kim', 'k', 'great', 'day']"
1749,1749,1,"['maybe', 'give', 'date', 'know', 'work']"
1750,1750,1,"['pull', 'eat', 'pussy']"
1751,1751,1,"['get', 'pussy', 'without', 'lying', 'girl']"
1752,1752,1,"['daughter', 'hoe', 'age', 'u', 'roll', 'tonight']"
1753,1753,1,"['pussy', 'taste', 'like', 'heaven']"
1754,1754,1,"['every', 'pussy', 'cop', 'feel']"
1755,1755,1,"['know', 'lingerie', 'matching', 'love', 'hairy', 'pussy', 'much']"
1756,1756,1,"['let', 'tear', 'right']"
1757,1757,1,"['want', 'bitch', 'world', 'right']"
1758,1758,1,"['sale', 'sale']"
1759,1759,1,"['need', 'ran', 'rocking', 'need', 'free']"
1760,1760,1,"['get', 'fag']"
1761,1761,1,"['class', 'right', 'need', 'seventh', 'period', 'serious', 'bitch']"
1762,1762,1,"['aw', 'show', 'made', 'cry', 'pussy', 'really']"
1763,1763,1,"['twitter', 'could', 'make', 'bitch', 'slap']"
1764,1764,2,"['know', 'u', 'didnt', 'hit']"
1765,1765,1,[]
1766,1766,1,"['might', 'go', 'gone', 'go']"
1767,1767,1,['agree']
1768,1768,1,"['heartbroken', 'naw', 'one', 'laughing']"
1769,1769,1,"['make', 'tell', 'bitch']"
1770,1770,2,"['never', 'someone', 'wear', 'single', 'digit', 'uniform', 'epic', 'organization']"
1771,1771,1,"['stand', 'like', 'smooth', 'criminal', 'video']"
1772,1772,1,"['matter', 'always', 'holla', 'bitch']"
1773,1773,1,"['bitch', 'huh']"
1774,1774,1,"['back', 'want']"
1775,1775,1,"['believe', 'wiz', 'khalifa', 'one', 'bald', 'bitch', 'getting']"
1776,1776,2,"['sick', 'trash', 'talk', 'cocky', 'take', 'control']"
1777,1777,2,"['light', 'colored']"
1778,1778,1,"['single', 'got', 'proven']"
1779,1779,1,"['hate', 'chick', 'say', 'go', 'u', 'already', 'u', 'got']"
1780,1780,1,"['bitch', 'date']"
1781,1781,1,"['ladies', 'dude', 'put', 'two', 'pussy']"
1782,1782,1,"['u', 'get', 'u', 'put', 'u', 'offering', 'pussy', 'mad', 'u', 'receive']"
1783,1783,1,[]
1784,1784,2,"['thats', 'part', 'take', 'album', 'trash']"
1785,1785,1,"['one', 'ugly', 'got']"
1786,1786,1,"['bitch', 'ride', 'solo']"
1787,1787,1,"['u', 'got']"
1788,1788,2,"['see', 'every', 'like', 'da', 'colored', 'bunch']"
1789,1789,0,"['need', 'thank', 'killing', 'pal', 'graduation']"
1790,1790,1,"['sorry', 'straight', 'like', 'pull', 'mad']"
1791,1791,1,"['even', 'lift', 'pussy']"
1792,1792,1,"['half', 'go', 'outside', 'run', 'phone', 'car', 'piece', 'pussy']"
1793,1793,1,"['early', 'put', 'face', 'never', 'early', 'breakfast']"
1794,1794,1,['going']
1795,1795,1,"['want', 'look', 'like', 'want']"
1796,1796,1,"['take', 'people', 'play', 'specially', 'baby']"
1797,1797,1,"['used', 'fat', 'bitch', 'everybody', 'made', 'fun', 'look', 'made', 'fun', 'ugly']"
1798,1798,1,['hoe']
1799,1799,1,"['pussy', 'pussy', 'nasty', 'ass', 'hope', 'get', 'bit', 'rethink', 'statement']"
1800,1800,1,"['shut', 'roll', 'threw']"
1801,1801,1,"['saying', 'let', 'bitch', 'strap', 'childish']"
1802,1802,1,"['bitch', 'square']"
1803,1803,1,"['knowing', 'picture', 'hoe', 'good', 'wind', 'boy']"
1804,1804,1,"['noll', 'bout', 'juice', 'ion', 'hoe', 'em']"
1805,1805,2,"['dont', 'except', 'fact', 'trash', 'year', 'everybody', 'figured', 'spread']"
1806,1806,1,"['wined', 'like', 'wife', 'know', 'earn']"
1807,1807,1,"['u', 'gay', 'u', 'never', 'quit', 'subbing', 'fag']"
1808,1808,1,['bitch']
1809,1809,1,"['think', 'hoe', 'many', 'times']"
1810,1810,1,['hoe']
1811,1811,1,"['new', 'song', 'well', 'written', 'well', 'done', 'bow', 'bitch']"
1812,1812,1,"['big', 'middle']"
1813,1813,1,"['people', 'complain', 'like', 'bitch', 'look', 'like', 'make']"
1814,1814,0,"['hate', 'bitch', 'fact']"
1815,1815,1,['hoe']
1816,1816,1,"['days', 'indirect', 'cause', 'put']"
1817,1817,1,"['get', 'laid', 'like']"
1818,1818,1,"['boot', 'u', 'hoe', 'take']"
1819,1819,1,"['boy', 'watch']"
1820,1820,1,"['full', 'money', 'hoe']"
1821,1821,1,"['men', 'biggest']"
1822,1822,1,"['one', 'song', 'except', 'song', 'bitch']"
1823,1823,1,['yea']
1824,1824,1,"['bitch', 'comes', 'right', 'comfortable', 'never', 'saw', 'yo', 'gut', 'hate']"
1825,1825,0,"['bitch', 'ass', 'got', 'manners']"
1826,1826,1,['swear']
1827,1827,1,"['trust', 'worthy']"
1828,1828,1,"['cute', 'believe', 'getting', 'pass', 'trusting', 'u', 'wit', 'needle', 'someone']"
1829,1829,1,[]
1830,1830,1,"['name', 'u', 'hoe']"
1831,1831,1,"['bitch', 'tried', 'wrong', 'one', 'go', 'hill']"
1832,1832,1,"['people', 'ever', 'twitter', 'get', 'mother']"
1833,1833,1,"['could', 'write', 'book', 'way']"
1834,1834,2,"['bad', 'optimism', 'take', 'colored', 'glasses']"
1835,1835,1,['driving']
1836,1836,1,"['get', 'fast']"
1837,1837,1,['bitch']
1838,1838,1,['job']
1839,1839,1,"['rich', 'let', 'bitch', 'get', 'mad', 'like', 'think']"
1840,1840,1,"['goes', 'window', 'bitch', 'play']"
1841,1841,1,"['kim', 'looking', 'good', 'look', 'better', 'bad']"
1842,1842,1,"['girl', 'hoe', 'twitter']"
1843,1843,1,"['beautiful', 'female', 'still', 'find', 'way', 'ratchet', 'get']"
1844,1844,1,"['would', 'love', 'sport', 'dressed', 'like', 'day', 'let', 'see']"
1845,1845,1,"['guy', 'said', 'slept', 'oh', 'let', 'puke', 'know', 'girl', 'hoe']"
1846,1846,1,"['every', 'bitch', 'tell', 'act', 'like', 'whatever']"
1847,1847,1,"['bitch', 'cool', 'get', 'one']"
1848,1848,1,"['close', 'master', 'right', 'bow', 'master']"
1849,1849,1,['got']
1850,1850,1,"['value', 'like', 'someone', 'else', 'cut']"
1851,1851,1,"['u', 'drunk', 'bitch']"
1852,1852,1,"['going', 'talk', 'play', 'pussy', 'say', 'face']"
1853,1853,0,"['one', 'friend', 'greet']"
1854,1854,1,['text']
1855,1855,1,"['scale', 'bitch', 'literally']"
1856,1856,1,"['dude', 'legend', 'right', 'pussy', 'true', 'right']"
1857,1857,1,"['seen', 'pregnant', 'look', 'like']"
1858,1858,1,"['nobody', 'bitch']"
1859,1859,1,[]
1860,1860,1,"['find', 'bitch', 'fat']"
1861,1861,1,"['agree', 'show', 'ever', 'watched', 'wen', 'hoe']"
1862,1862,1,"['saw', 'hardly', 'anyone', 'waiting', 'harry', 'bitch', 'grill']"
1863,1863,1,"['feel', 'like', 'photo', 'didnt', 'get', 'enough']"
1864,1864,1,"['see', 'many', 'mad']"
1865,1865,1,['name']
1866,1866,1,"['pussy', 'good', 'right', 'go']"
1867,1867,1,"['stay', 'sex', 'daily', 'said']"
1868,1868,2,"['tag', 'friend']"
1869,1869,2,"['used', 'definitely', 'change', 'password', 'sad']"
1870,1870,1,"['clothes', 'dry']"
1871,1871,1,"['right', 'go', 'drink', 'warm', 'milk', 'go', 'bed']"
1872,1872,1,"['bitch', 'said', 'lie', 'much', 'bitch', 'worth', 'telling', 'truth']"
1873,1873,1,"['ready', 'another', 'tat', 'right']"
1874,1874,1,"['group', 'chat', 'call', 'undercover', 'watching']"
1875,1875,1,"['grow', 'least', 'know', 'want', 'swear']"
1876,1876,1,"['ex', 'miss', 'bitch']"
1877,1877,1,"['hoe', 'gone', 'jam', 'throwing', 'ass', 'bitch', 'party']"
1878,1878,1,"['yo', 'confused', 'got', 'manners']"
1879,1879,1,['still']
1880,1880,1,"['look', 'like', 'look', 'like', 'yes', 'ya', 'look', 'like']"
1881,1881,2,"['wig', 'closet', 'bad', 'bitch', 'nerve']"
1882,1882,1,"['fall', 'love']"
1883,1883,1,"['think', 'around', 'crib', 'bitch', 'getting', 'bread']"
1884,1884,1,"['story', 'far', 'story', 'ever', 'pussy']"
1885,1885,0,"['yo', 'vocabulary']"
1886,1886,1,"['fake', 'want']"
1887,1887,1,"['shine', 'look', 'baby', 'daddy']"
1888,1888,1,"['really', 'hate', 'poly', 'man']"
1889,1889,1,"['got', 'got']"
1890,1890,1,['bitch']
1891,1891,1,"['female', 'population', 'needs', 'stop']"
1892,1892,1,"['ya', 'play', 'play', 'wit']"
1893,1893,1,"['hung', 'silly']"
1894,1894,1,"['read', 'receipts', 'bitch', 'ever']"
1895,1895,1,"['bird', 'bitch']"
1896,1896,1,"['aye', 'start', 'coming', 'forget', 'put']"
1897,1897,1,"['herd', 'hope']"
1898,1898,1,['real']
